VIN (1-10),DOL Vehicle ID,Make,Model,Model Year
5YJ3E1EA3K,276320600,TESLA,MODEL 3,2019
KNDJX3AE2G,476094671,KIA,SOUL,2016
5UXTA6C09N,193810991,BMW,X5,2022
5YJ3E1EB9L,102945146,TESLA,MODEL 3,2020
5YJ3E1EA0L,237798830,TESLA,MODEL 3,2020
5YJXCBE45H,208829001,TESLA,MODEL X,2017
1N4AZ0CP4D,177839763,NISSAN,LEAF,2013
WBY1Z4C54F,118153311,BMW,I3,2015
JTMAB3FV6R,266995522,TOYOTA,RAV4 PRIME (PHEV),2024
5YJ3E1EB4K,478184577,TESLA,MODEL 3,2019
2C4RC1N76M,144499596,CHRYSLER,PACIFICA,2021
5YJSA1E2XG,187040388,TESLA,MODEL S,2016
1G1FX6S01H,206388619,CHEVROLET,BOLT EV,2017
1N4BZ0CP9G,478417159,NISSAN,LEAF,2016
2C4RC1S7XM,176545155,CHRYSLER,PACIFICA,2021
KM8S7DA23P,252326231,HYUNDAI,SANTA FE,2023
1N4AZ0CP1F,349487589,NISSAN,LEAF,2015
YV4H60CLXN,209296832,VOLVO,XC90,2022
5UXTA6C02N,202231774,BMW,X5,2022
KNDCC3LGXK,186688365,KIA,NIRO,2019
JTMFB3FV9S,284647030,TOYOTA,RAV4 PRIME (PHEV),2025
1G1RD6E46E,348184763,CHEVROLET,VOLT,2014
1G1RC6S58J,231150426,CHEVROLET,VOLT,2018
1N4AZ1CP1J,112694816,NISSAN,LEAF,2018
1N4AZ0CP2D,126728143,NISSAN,LEAF,2013
JTMCB3FV1R,269830956,TOYOTA,RAV4 PRIME (PHEV),2024
1G1FZ6S04L,150266077,CHEVROLET,BOLT EV,2020
JA4T5UA90P,229637096,MITSUBISHI,OUTLANDER,2023
JTJHKCFZXS,280684652,LEXUS,NX,2025
2C4RC1N75P,257908213,CHRYSLER,PACIFICA,2023
KNDPZDDH7S,274299903,KIA,SPORTAGE,2025
KNDCS3LF1R,269812168,KIA,NIRO,2024
1N4AZ0CP8F,218674347,NISSAN,LEAF,2015
1G1RA6E41E,149334790,CHEVROLET,VOLT,2014
1N4AZ0CP9G,7876200,NISSAN,LEAF,2016
1G1RA6S58J,349265689,CHEVROLET,VOLT,2018
1G1FZ6S04K,245689874,CHEVROLET,BOLT EV,2019
5YJSA1E23J,475073385,TESLA,MODEL S,2018
5YJ3E1EA3K,474429686,TESLA,MODEL 3,2019
5YM33CS04R,267825407,BMW,XM,2024
WBY7Z8C5XJ,185498386,BMW,I3,2018
1G1FX6S00H,172378132,CHEVROLET,BOLT EV,2017
1N4AZ0CPXF,2640732,NISSAN,LEAF,2015
5UXTA6C03M,171547435,BMW,X5,2021
1G1RB6E47E,199027601,CHEVROLET,VOLT,2014
1G1FZ6S05K,274019091,CHEVROLET,BOLT EV,2019
5UXTA6C02N,232615897,BMW,X5,2022
1G1FZ6S03L,101726488,CHEVROLET,BOLT EV,2020
5YJXCBE22H,476359299,TESLA,MODEL X,2017
1N4BZ0CP7G,176148619,NISSAN,LEAF,2016
5YJXCBE20H,199374514,TESLA,MODEL X,2017
5YJ3E1EB5J,476167373,TESLA,MODEL 3,2018
1G1RB6S53H,195316348,CHEVROLET,VOLT,2017
WBY1Z4C56G,184378099,BMW,I3,2016
5YJSA1E27G,349608437,TESLA,MODEL S,2016
1G1RA6S53J,137059555,CHEVROLET,VOLT,2018
5YJ3E1EA3L,112861633,TESLA,MODEL 3,2020
5YJ3E1EA1L,8719168,TESLA,MODEL 3,2020
JTMCB3FV5R,271888676,TOYOTA,RAV4 PRIME (PHEV),2024
5YJ3E1EB1J,474729951,TESLA,MODEL 3,2018
5YJXCAE26H,265121895,TESLA,MODEL X,2017
ZASPATDW5R,254076077,ALFA ROMEO,TONALE,2024
JA3215H45E,126529518,MITSUBISHI,I-MIEV,2014
WVWKR7AU4K,282295576,VOLKSWAGEN,E-GOLF,2019
5YJSA1H11E,287156103,TESLA,MODEL S,2014
5YJ3E1EB9K,257056425,TESLA,MODEL 3,2019
1N4BZ0CP8H,349703917,NISSAN,LEAF,2017
1N4AZ0CP9F,146443678,NISSAN,LEAF,2015
WA1VABGE4K,107520297,AUDI,E-TRON,2019
SALKP9F48S,277813756,LAND ROVER,RANGE ROVER,2025
5YJ3E1EA6J,233915860,TESLA,MODEL 3,2018
5YJ3E1EB8K,103591862,TESLA,MODEL 3,2019
KNDPYDDH8R,266539731,KIA,SPORTAGE,2024
5YJ3E1EA4J,347564108,TESLA,MODEL 3,2018
1N4AZ0CP9G,4495123,NISSAN,LEAF,2016
5YJ3E1EB7L,104165260,TESLA,MODEL 3,2020
1N4AZ1CP5K,272262679,NISSAN,LEAF,2019
5YJ3E1EBXL,166723336,TESLA,MODEL 3,2020
1FMCU0E12R,277988756,FORD,ESCAPE,2024
5YJ3E1EA6J,229824332,TESLA,MODEL 3,2018
5YJ3E1EC6L,252748310,TESLA,MODEL 3,2020
5YJXCAE22H,114388263,TESLA,MODEL X,2017
JA4T5WA95S,279360434,MITSUBISHI,OUTLANDER,2025
5YJ3E1EB7J,290498750,TESLA,MODEL 3,2018
1G1FY6S03L,281913292,CHEVROLET,BOLT EV,2020
1N4AZ1CP4J,113254991,NISSAN,LEAF,2018
5YJ3E1EB6J,474761661,TESLA,MODEL 3,2018
5YJSA1E20L,4614767,TESLA,MODEL S,2020
5UX43EU02R,253609576,BMW,X5,2024
1G1FZ6S0XL,148766845,CHEVROLET,BOLT EV,2020
5YJSA1E44F,252995095,TESLA,MODEL S,2015
5YJSA1CG3D,171328769,TESLA,MODEL S,2013
1N4AZ0CP9F,162094523,NISSAN,LEAF,2015
JN1AZ0CPXC,171080318,NISSAN,LEAF,2012
5UX43EU01R,262549507,BMW,X5,2024
2C4RC1N71L,144868083,CHRYSLER,PACIFICA,2020
5YJXCAE28L,103306689,TESLA,MODEL X,2020
5UXTA6C00P,228798783,BMW,X5,2023
JHMZC5F12J,182682468,HONDA,CLARITY,2018
YV4H60DA1P,220759577,VOLVO,XC60,2023
5YJYGDEE3L,110939300,TESLA,MODEL Y,2020
2C4RC1N78M,186708413,CHRYSLER,PACIFICA,2021
5YJSA1E26J,476408964,TESLA,MODEL S,2018
KNDRJDJH9S,280365809,KIA,SORENTO,2025
5UX43EU05S,276226590,BMW,X5,2025
1N4AZ1CP5K,202117618,NISSAN,LEAF,2019
5YJ3E1EA6K,258294725,TESLA,MODEL 3,2019
1G1RH6E49E,257413348,CHEVROLET,VOLT,2014
KNDRJDLH5N,187571317,KIA,SORENTO,2022
5YJ3E1EB7L,101976129,TESLA,MODEL 3,2020
1N4AZ0CP8F,131896131,NISSAN,LEAF,2015
5YJ3E1EB1J,475655995,TESLA,MODEL 3,2018
5UX43EU0XT,280504353,BMW,X5,2026
1G1FX6S09H,278562084,CHEVROLET,BOLT EV,2017
1G1FX6S0XH,211822831,CHEVROLET,BOLT EV,2017
1N4AZ0CP8G,151820112,NISSAN,LEAF,2016
JHMZC5F37J,235290856,HONDA,CLARITY,2018
5YJ3E1EA8J,349249890,TESLA,MODEL 3,2018
1G1FY6S03L,261527612,CHEVROLET,BOLT EV,2020
JTMAB3FV4P,245713366,TOYOTA,RAV4 PRIME (PHEV),2023
1G1RD6E49C,275855982,CHEVROLET,VOLT,2012
JHMZC5F38J,131505335,HONDA,CLARITY,2018
JN1AZ0CP9C,162835032,NISSAN,LEAF,2012
JTMEB3FV0S,278580221,TOYOTA,RAV4 PRIME (PHEV),2025
JTDACACUXR,262806757,TOYOTA,PRIUS PRIME (PHEV),2024
WP1AC2XA6R,276530068,PORSCHE,MACAN,2024
5YJ3E1EB3J,229447732,TESLA,MODEL 3,2018
SADHB2S14L,270772302,JAGUAR,I-PACE,2020
5YJ3E1EA0L,4921318,TESLA,MODEL 3,2020
1G1FZ6S0XK,475208688,CHEVROLET,BOLT EV,2019
5YJXCAE29L,273915953,TESLA,MODEL X,2020
1N4AZ0CP4D,209360385,NISSAN,LEAF,2013
2C4RC1L78K,253038397,CHRYSLER,PACIFICA,2019
WP1AA2XA6R,278725296,PORSCHE,MACAN,2024
1N4AZ0CP5D,182662672,NISSAN,LEAF,2013
1N4AZ0CP6E,237237927,NISSAN,LEAF,2014
1N4AZ0CP4F,210395146,NISSAN,LEAF,2015
1N4BZ1CPXL,138933252,NISSAN,LEAF,2020
2C4RC1L79M,141879636,CHRYSLER,PACIFICA,2021
KNDCE3LG0K,478493809,KIA,NIRO,2019
KNDPZDDH1S,277017891,KIA,SPORTAGE,2025
5YJ3E1EA9L,4685530,TESLA,MODEL 3,2020
WDDVP9AB3E,218350849,MERCEDES-BENZ,B-CLASS,2014
5YJXCDE22J,192431872,TESLA,MODEL X,2018
2C4RC1N76H,208974671,CHRYSLER,PACIFICA,2017
2C4RC1S7XP,260474819,CHRYSLER,PACIFICA,2023
1G1RA6E43E,173821161,CHEVROLET,VOLT,2014
WBY1Z6C30H,196789610,BMW,I3,2017
5YJ3E1EA1L,8403440,TESLA,MODEL 3,2020
KNDPZDDH4S,280207707,KIA,SPORTAGE,2025
5YJ3E1EBXK,272029565,TESLA,MODEL 3,2019
5YJYGDEE0L,261378876,TESLA,MODEL Y,2020
5YJ3E1EB3L,102162665,TESLA,MODEL 3,2020
WVWPP7AU0G,156800388,VOLKSWAGEN,E-GOLF,2016
JTMAB3FV1N,273723999,TOYOTA,RAV4 PRIME (PHEV),2022
5YJXCAE21H,348746877,TESLA,MODEL X,2017
1G1RB6S54J,475081848,CHEVROLET,VOLT,2018
1G1FY6S03L,8983026,CHEVROLET,BOLT EV,2020
2T3YL4DV7D,319368647,TOYOTA,RAV4,2013
2C4RC1L70P,261799107,CHRYSLER,PACIFICA,2023
5YJ3E1EB7K,305583925,TESLA,MODEL 3,2019
5YJXCBE27H,225808705,TESLA,MODEL X,2017
KNDPZDDH8R,261844334,KIA,SPORTAGE,2024
5YJ3E1EA2K,335685108,TESLA,MODEL 3,2019
5YJ3E1EA8L,132934623,TESLA,MODEL 3,2020
2C4RC1N79J,216929401,CHRYSLER,PACIFICA,2018
4JGFB4GB1S,280248937,MERCEDES-BENZ,GLE-CLASS,2025
JTDACACU7R,261579615,TOYOTA,PRIUS PRIME (PHEV),2024
5YJ3E1EB6K,477882849,TESLA,MODEL 3,2019
5YJ3E1EB2K,273390869,TESLA,MODEL 3,2019
JTMFB3FV2R,260127766,TOYOTA,RAV4 PRIME (PHEV),2024
KL8CK6S00G,332341264,CHEVROLET,SPARK,2016
1N4AZ0CP9D,161132338,NISSAN,LEAF,2013
5YJ3E1EB6K,148731187,TESLA,MODEL 3,2019
1N4AZ0CPXF,202861893,NISSAN,LEAF,2015
5YJSA1H10E,180529100,TESLA,MODEL S,2014
KNDPYDDHXR,262974127,KIA,SPORTAGE,2024
1G1RD6S55G,323979057,CHEVROLET,VOLT,2016
WBY1Z2C54E,188143567,BMW,I3,2014
1G1FZ6S05K,217590635,CHEVROLET,BOLT EV,2019
1G1FY6S08L,143803285,CHEVROLET,BOLT EV,2020
JTMAB3FV6P,272030902,TOYOTA,RAV4 PRIME (PHEV),2023
1G1RD6S50J,167418835,CHEVROLET,VOLT,2018
1N4AZ0CP1F,7985792,NISSAN,LEAF,2015
5YJ3E1EA3J,119339370,TESLA,MODEL 3,2018
YV4H60RC8S,276395710,VOLVO,XC60,2025
WBY1Z2C58F,272697666,BMW,I3,2015
JTMAB3FV7M,184885781,TOYOTA,RAV4 PRIME (PHEV),2021
1FMCU0E17P,252490990,FORD,ESCAPE,2023
5YJ3E1EB0L,179150779,TESLA,MODEL 3,2020
1G1RE6E4XE,237822777,CHEVROLET,VOLT,2014
5YJXCDE20H,295464956,TESLA,MODEL X,2017
5YJ3E1EB4L,257431660,TESLA,MODEL 3,2020
5YJSA1E18G,131597560,TESLA,MODEL S,2016
1N4AZ0CP1F,268962662,NISSAN,LEAF,2015
5YJYGDEE4L,126040078,TESLA,MODEL Y,2020
WBY1Z6C30H,155453840,BMW,I3,2017
JN1AZ0CP3C,257646315,NISSAN,LEAF,2012
1N4AZ0CPXD,243525180,NISSAN,LEAF,2013
5YJXCDE26K,1955208,TESLA,MODEL X,2019
5YJ3E1EB2K,175400515,TESLA,MODEL 3,2019
5YJXCBE27H,216544359,TESLA,MODEL X,2017
1G1RB6E43F,190310060,CHEVROLET,VOLT,2015
JTDACACU9R,273322164,TOYOTA,PRIUS PRIME (PHEV),2024
1N4AZ1CP5K,297046298,NISSAN,LEAF,2019
1FADP3R45E,262991088,FORD,FOCUS,2014
1N4BZ1CP5K,115152558,NISSAN,LEAF,2019
1N4AZ0CP9F,193638623,NISSAN,LEAF,2015
5YJSA1DP1D,2443710,TESLA,MODEL S,2013
1N4AZ0CP6D,190234180,NISSAN,LEAF,2013
1G1RD6E4XF,261320734,CHEVROLET,VOLT,2015
ZASPATDW9R,271062011,ALFA ROMEO,TONALE,2024
YV4H60CF7R,267731411,VOLVO,XC90,2024
WP1AA2XA2R,277043903,PORSCHE,MACAN,2024
1N4AZ0CP2E,208680804,NISSAN,LEAF,2014
5YJ3E1EB8J,272391535,TESLA,MODEL 3,2018
1N4AZ0CP1D,121793381,NISSAN,LEAF,2013
5YJSA1E22G,203319455,TESLA,MODEL S,2016
JA4T5UA97P,230069073,MITSUBISHI,OUTLANDER,2023
JHMZC5F14K,476358585,HONDA,CLARITY,2019
5YJ3E1EB5J,259453351,TESLA,MODEL 3,2018
5YJSA1E22G,158217762,TESLA,MODEL S,2016
5YJ3E1EB5J,474794449,TESLA,MODEL 3,2018
5YJ3E1EA2L,281306966,TESLA,MODEL 3,2020
WBY1Z4C54F,475861431,BMW,I3,2015
1G1FY6S09K,278385985,CHEVROLET,BOLT EV,2019
1N4AZ1BP6L,256209040,NISSAN,LEAF,2020
WBY1Z4C51F,189592476,BMW,I3,2015
5YJ3E1EB0L,2019027,TESLA,MODEL 3,2020
1N4AZ0CP5D,103029993,NISSAN,LEAF,2013
1N4AZ0CPXD,227954814,NISSAN,LEAF,2013
KNDCE3LG2K,110174263,KIA,NIRO,2019
WBY1Z2C58G,292934596,BMW,I3,2016
5YJSA1E44H,286478664,TESLA,MODEL S,2017
5UXTA6C09N,207777783,BMW,X5,2022
5YJ3E1EA2J,475714928,TESLA,MODEL 3,2018
5YJ3E1EA4J,277142904,TESLA,MODEL 3,2018
2C4RC1N74L,237943919,CHRYSLER,PACIFICA,2020
WVWKR7AU3K,183314687,VOLKSWAGEN,E-GOLF,2019
KMHC75LJ3L,267592195,HYUNDAI,IONIQ,2020
WA1AAAGE7M,147050914,AUDI,E-TRON,2021
1N4AZ0CP6F,204708108,NISSAN,LEAF,2015
KM8JFDD2XR,271471329,HYUNDAI,TUCSON,2024
5YJ3E1EB0L,9135850,TESLA,MODEL 3,2020
5YJSA1E16H,110220127,TESLA,MODEL S,2017
5UXTA6C0XM,169361916,BMW,X5,2021
YV4H60PG4S,278283722,VOLVO,XC90,2025
1G1FW6S08J,305552600,CHEVROLET,BOLT EV,2018
5UXTA6C00P,271718093,BMW,X5,2023
1G1RD6S56J,290515102,CHEVROLET,VOLT,2018
WDDVP9AB9H,257625882,MERCEDES-BENZ,B-CLASS,2017
1N4AZ0CP3F,204795,NISSAN,LEAF,2015
1N4AZ1CP1J,287907168,NISSAN,LEAF,2018
JHMZC5F30K,262821772,HONDA,CLARITY,2019
5YJ3E1EB9J,262029183,TESLA,MODEL 3,2018
3C3CFFGE4F,171901677,FIAT,500,2015
1N4AZ0CP7D,126987185,NISSAN,LEAF,2013
YV4H60PF1S,272087763,VOLVO,XC90,2025
2C4RC1L73N,277631595,CHRYSLER,PACIFICA,2022
5YJ3E1EA5K,476344011,TESLA,MODEL 3,2019
5YJSA1H29F,238385255,TESLA,MODEL S,2015
5YJXCAE23G,347821981,TESLA,MODEL X,2016
5YJ3E1EA7J,105414753,TESLA,MODEL 3,2018
JTMAB3FV4R,267410944,TOYOTA,RAV4 PRIME (PHEV),2024
5UX43EU07R,260038124,BMW,X5,2024
5UXTA6C03M,171222663,BMW,X5,2021
1N4AZ0CP2D,255537446,NISSAN,LEAF,2013
JTDACACU6R,278842231,TOYOTA,PRIUS PRIME (PHEV),2024
1G1RA6E41E,229468158,CHEVROLET,VOLT,2014
5YJSA1E14G,228748096,TESLA,MODEL S,2016
1N4AZ0CP1F,228507583,NISSAN,LEAF,2015
1G1RB6S57J,150257579,CHEVROLET,VOLT,2018
JTMEB3FV5R,264900317,TOYOTA,RAV4 PRIME (PHEV),2024
1N4AZ1CP9K,280307037,NISSAN,LEAF,2019
1N4AZ0CP2D,251333554,NISSAN,LEAF,2013
KMHC85LJ6L,260150362,HYUNDAI,IONIQ,2020
WBY1Z4C58E,306450371,BMW,I3,2014
1G1FZ6S00K,122468111,CHEVROLET,BOLT EV,2019
2C4RC1S78M,142122403,CHRYSLER,PACIFICA,2021
5YJ3E1EB5K,338251448,TESLA,MODEL 3,2019
1N4AZ1CP8K,214907948,NISSAN,LEAF,2019
1G1RD6S59H,3370230,CHEVROLET,VOLT,2017
YV4H60CA2P,224407935,VOLVO,XC90,2023
5YJSA1E24G,10018284,TESLA,MODEL S,2016
1N4AZ1CPXJ,4479429,NISSAN,LEAF,2018
1G1FX6S07H,125716006,CHEVROLET,BOLT EV,2017
JTMFB3FV4R,272135461,TOYOTA,RAV4 PRIME (PHEV),2024
YV4H60DM2R,264560271,VOLVO,XC60,2024
1G1FX6S07H,324086017,CHEVROLET,BOLT EV,2017
5YJSA1E18F,106417741,TESLA,MODEL S,2015
5YJ3E1EA6J,207848084,TESLA,MODEL 3,2018
KNDPZDDH0R,269450345,KIA,SPORTAGE,2024
5YJXCBE22J,118149790,TESLA,MODEL X,2018
JN1AZ0CPXC,249414406,NISSAN,LEAF,2012
5YJ3E1EB6K,207613143,TESLA,MODEL 3,2019
5UXTA6C0XN,195355079,BMW,X5,2022
5YJXCAE27L,116605443,TESLA,MODEL X,2020
KNDJP3AE9H,128705076,KIA,SOUL,2017
1G1RB6S53H,280864440,CHEVROLET,VOLT,2017
WBY1Z6C33H,215241162,BMW,I3,2017
WBY1Z4C57G,127450837,BMW,I3,2016
5YJXCAE27H,201059197,TESLA,MODEL X,2017
5YJ3E1EB3J,273605041,TESLA,MODEL 3,2018
1G1FY6S07L,102111054,CHEVROLET,BOLT EV,2020
1G1FZ6S04L,275021239,CHEVROLET,BOLT EV,2020
5YJXCAE47G,273776037,TESLA,MODEL X,2016
KNDCS3LF0R,261882330,KIA,NIRO,2024
5YJXCBE29J,347515724,TESLA,MODEL X,2018
5YJ3E1EB2J,192373128,TESLA,MODEL 3,2018
5UXTA6C03N,273984574,BMW,X5,2022
5YJ3E1EA6J,301611649,TESLA,MODEL 3,2018
YV4H60PF8S,276670047,VOLVO,XC90,2025
5YJSA1E2XK,161114236,TESLA,MODEL S,2019
WA1VAAGEXK,272709076,AUDI,E-TRON,2019
1G1FW6S00H,170200551,CHEVROLET,BOLT EV,2017
ZASPATDWXR,275802453,ALFA ROMEO,TONALE,2024
1N4AZ1CP8L,133617690,NISSAN,LEAF,2020
5YJSA1CN9D,188057901,TESLA,MODEL S,2013
1G1RC6S54H,226074215,CHEVROLET,VOLT,2017
5YJ3E1EA2K,273583621,TESLA,MODEL 3,2019
KNDRJDLH1N,182183305,KIA,SORENTO,2022
1G1FW6S03J,475190915,CHEVROLET,BOLT EV,2018
1G1RB6S53H,229444722,CHEVROLET,VOLT,2017
5YJSA1H46F,127129796,TESLA,MODEL S,2015
5YJSA1DN4D,127420940,TESLA,MODEL S,2013
5YJSA1CP4C,188032281,TESLA,MODEL S,2012
JA3215H45E,108787038,MITSUBISHI,I-MIEV,2014
1G1FZ6S08L,104960551,CHEVROLET,BOLT EV,2020
5YJSA1E2XL,112646579,TESLA,MODEL S,2020
5YJ3E1EB9K,477066516,TESLA,MODEL 3,2019
5YJ3E1EB0J,347377740,TESLA,MODEL 3,2018
2C4RC1N76L,103412809,CHRYSLER,PACIFICA,2020
5YJYGDEF7L,195923514,TESLA,MODEL Y,2020
JTMEB3FV4R,265293416,TOYOTA,RAV4 PRIME (PHEV),2024
KM8JFDD2XR,273664345,HYUNDAI,TUCSON,2024
1FMCU0LZ8N,252134844,FORD,ESCAPE,2022
5YJ3E1EB0K,192406672,TESLA,MODEL 3,2019
5YJ3E1EAXJ,329446281,TESLA,MODEL 3,2018
5YJ3E1EB2K,233053460,TESLA,MODEL 3,2019
1N4BZ0CP1H,286304056,NISSAN,LEAF,2017
1N4AZ1CP6L,141841108,NISSAN,LEAF,2020
JTMEB3FV3N,211944064,TOYOTA,RAV4 PRIME (PHEV),2022
1G1FZ6S07L,131530689,CHEVROLET,BOLT EV,2020
SAL119F44R,271593969,LAND ROVER,RANGE ROVER SPORT,2024
1G1FW6S05H,220260092,CHEVROLET,BOLT EV,2017
YV4H60DA5P,219780648,VOLVO,XC60,2023
1G1FY6S02L,266538681,CHEVROLET,BOLT EV,2020
5YJ3E1EA0L,127179363,TESLA,MODEL 3,2020
1N4AZ0CP2F,167621408,NISSAN,LEAF,2015
1FMCU0LZXM,179649865,FORD,ESCAPE,2021
1G1FY6S04K,477349883,CHEVROLET,BOLT EV,2019
1N4AZ0CPXF,177286147,NISSAN,LEAF,2015
5YJ3E1EB3J,474932370,TESLA,MODEL 3,2018
1N4AZ1CP7J,475630844,NISSAN,LEAF,2018
5YJXCBE25L,5023574,TESLA,MODEL X,2020
3C3CFFGE1H,120614371,FIAT,500,2017
WBY8P2C58K,477267073,BMW,I3,2019
WBY8P6C05L,260917289,BMW,I3,2020
5YJ3E1EB3L,5037574,TESLA,MODEL 3,2020
5YJ3E1EB3J,118236975,TESLA,MODEL 3,2018
5YJXCBE25G,349688706,TESLA,MODEL X,2016
5YJ3E1EA4L,127381971,TESLA,MODEL 3,2020
1G1RA6S5XH,143801857,CHEVROLET,VOLT,2017
JN1AZ0CP8B,7464873,NISSAN,LEAF,2011
WVWKR7AU8K,253420842,VOLKSWAGEN,E-GOLF,2019
KM8JBDD28R,269895727,HYUNDAI,TUCSON,2024
5YJ3E1EAXK,124714264,TESLA,MODEL 3,2019
5YJ3E1EB0J,475691912,TESLA,MODEL 3,2018
KNDPZDAH8P,225745887,KIA,SPORTAGE,2023
1G1RB6S55H,113084191,CHEVROLET,VOLT,2017
1G1RH6E48D,190360572,CHEVROLET,VOLT,2013
1N4BZ0CP1H,107851929,NISSAN,LEAF,2017
JTMAB3FV2N,280468863,TOYOTA,RAV4 PRIME (PHEV),2022
5UX43EU04S,275516671,BMW,X5,2025
1G1RA6S52H,348536996,CHEVROLET,VOLT,2017
5UX43EU01R,254626466,BMW,X5,2024
1G1FY6S07K,475465287,CHEVROLET,BOLT EV,2019
JTMEB3FV7R,267345466,TOYOTA,RAV4 PRIME (PHEV),2024
5UXTA6C01N,193821155,BMW,X5,2022
WVWPR7AU5K,101339381,VOLKSWAGEN,E-GOLF,2019
1N4BZ0CP1G,132303909,NISSAN,LEAF,2016
5YJSA1E13G,160675189,TESLA,MODEL S,2016
WA1VAAGE8K,254450549,AUDI,E-TRON,2019
JTMAB3FV0P,244560375,TOYOTA,RAV4 PRIME (PHEV),2023
1G1RF6E4XE,228464561,CHEVROLET,VOLT,2014
JTMAB3FV8R,269420336,TOYOTA,RAV4 PRIME (PHEV),2024
1N4AZ0CP2F,114998432,NISSAN,LEAF,2015
5YJ3E1EB6J,122436030,TESLA,MODEL 3,2018
1N4AZ1CP9J,220601020,NISSAN,LEAF,2018
1G1RA6S56H,6875151,CHEVROLET,VOLT,2017
5YJYGDEE9L,270007125,TESLA,MODEL Y,2020
KMHC05LH0H,1495133,HYUNDAI,IONIQ,2017
JTJCJMGA9S,276801451,LEXUS,RX,2025
1N4BZ0CP1H,242562876,NISSAN,LEAF,2017
5YJ3E1EAXL,269314713,TESLA,MODEL 3,2020
1N4BZ0CP3G,4671334,NISSAN,LEAF,2016
KNDJX3AE9J,342519866,KIA,SOUL,2018
WBY1Z2C55F,2383209,BMW,I3,2015
1G1FY6S06K,282178578,CHEVROLET,BOLT EV,2019
WBY1Z8C54H,107725663,BMW,I3,2017
5YJSA1H16E,165071315,TESLA,MODEL S,2014
1N4BZ1DP1L,238016663,NISSAN,LEAF,2020
KL8CL6S04E,292649717,CHEVROLET,SPARK,2014
1N4AZ0CP6E,262428918,NISSAN,LEAF,2014
JTMEB3FVXS,279042732,TOYOTA,RAV4 PRIME (PHEV),2025
1G1RD6E43E,155054875,CHEVROLET,VOLT,2014
5YJ3E1EA4L,125809939,TESLA,MODEL 3,2020
5YJSA1CN6D,208722132,TESLA,MODEL S,2013
5YJ3E1EA6L,1879090,TESLA,MODEL 3,2020
5YJ3E1EA7J,157087213,TESLA,MODEL 3,2018
5YJXCAE41K,102073086,TESLA,MODEL X,2019
2C4RC1N76H,231483507,CHRYSLER,PACIFICA,2017
WBY1Z4C51E,276755454,BMW,I3,2014
JTJHKCFZXP,262089173,LEXUS,NX,2023
5YJ3E1EA7L,2212934,TESLA,MODEL 3,2020
1N4AZ0CP7G,348942758,NISSAN,LEAF,2016
1N4AZ1BPXL,138427089,NISSAN,LEAF,2020
5UXTA6C03M,144157800,BMW,X5,2021
KL8CL6S03E,272829147,CHEVROLET,SPARK,2014
5UXTA6C01M,260341616,BMW,X5,2021
JTMAB3FV7M,181443552,TOYOTA,RAV4 PRIME (PHEV),2021
3C3CFFGE2F,245348589,FIAT,500,2015
1G1RF6E46D,1562389,CHEVROLET,VOLT,2013
1N4AZ0CP4F,152266019,NISSAN,LEAF,2015
5YJXCBE21G,121078422,TESLA,MODEL X,2016
1N4AZ0CP2F,130646386,NISSAN,LEAF,2015
5YJXCDE27H,223544765,TESLA,MODEL X,2017
KNDCS3LFXP,253387760,KIA,NIRO,2023
4JGFB4GB3S,274051585,MERCEDES-BENZ,GLE-CLASS,2025
5YJSA1E24H,170487103,TESLA,MODEL S,2017
5YJ3E1EB6J,301128145,TESLA,MODEL 3,2018
5YJXCBE25G,182502253,TESLA,MODEL X,2016
5YJ3E1EA9K,144705970,TESLA,MODEL 3,2019
5YJXCBE23G,102459297,TESLA,MODEL X,2016
1N4AZ1CP9J,131490250,NISSAN,LEAF,2018
1N4AZ0CP3E,7232375,NISSAN,LEAF,2014
WBY7Z4C58J,172362018,BMW,I3,2018
5YJXCAE23H,172545831,TESLA,MODEL X,2017
5YJ3E1EB9L,9148170,TESLA,MODEL 3,2020
5YJ3E1EA6L,131265662,TESLA,MODEL 3,2020
5YJ3E1EA7L,2088278,TESLA,MODEL 3,2020
WBY1Z4C59G,105568487,BMW,I3,2016
5YJ3E1EA9J,218834276,TESLA,MODEL 3,2018
5YJSA1E23J,229543828,TESLA,MODEL S,2018
1N4AZ0CP3G,203273311,NISSAN,LEAF,2016
KNDRJDLH8N,183485648,KIA,SORENTO,2022
5YJSA1E25K,178570549,TESLA,MODEL S,2019
3C3CFFGE8F,474727445,FIAT,500,2015
5YJ3E1EA1J,273849390,TESLA,MODEL 3,2018
5YJ3E1EA0H,135149584,TESLA,MODEL 3,2017
JN1AZ0CP2B,240025502,NISSAN,LEAF,2011
5UXTA6C00P,275108627,BMW,X5,2023
5YJ3E1EA5L,3218323,TESLA,MODEL 3,2020
5YJ3E1EA4J,476122041,TESLA,MODEL 3,2018
1G1RA6S57H,291988350,CHEVROLET,VOLT,2017
KNDCC3LG2L,144918385,KIA,NIRO,2020
5YJ3E1EA5K,477699071,TESLA,MODEL 3,2019
WBY1Z8C55H,348456916,BMW,I3,2017
JTJHKCFZ9S,276675731,LEXUS,NX,2025
JTJCJMGA4S,281082231,LEXUS,RX,2025
1G1RD6E48C,121151894,CHEVROLET,VOLT,2012
JHMZC5F10J,298595272,HONDA,CLARITY,2018
1N4AZ1CP5K,156716857,NISSAN,LEAF,2019
